name,lat,lon,gmu,type,elevation
Lenna Peak,39.2324803,-107.6983925,421,peak,2714
Oil Well Mountain,39.168038,-107.5892232,521,peak,3073
Spruce Mountain,39.1972046,-107.5222772,521,peak,3290
Ruth Mountain,39.2227591,-107.5900565,421,peak,2809
Elk Knob,39.2030382,-107.485332,521,peak,2954
Huntsman Mountain,39.1849844,-107.3597746,43,peak,3590
Capitol Peak,39.15021,-107.082727,43,peak,4309
Clark Peak,39.1523922,-107.0610062,43,peak,4137
Mount Daly,39.1722087,-107.0686579,43,peak,4053
Haystack Mountain,39.193875,-107.0656022,43,peak,3723
Horse Mountain,39.096862,-107.9359656,421,peak,3221
Green Mountain,39.0044257,-107.7608934,52,peak,3293
Leon Peak,39.0794249,-107.8439523,421,peak,3425
Doughty Mountain,39.0083152,-107.7278371,52,peak,3085
Mount Hatten,39.0477605,-107.6808919,52,peak,3446
Priest Mountain,39.0427593,-107.7339484,52,peak,3351
Mount Darline,39.0294278,-107.6581137,52,peak,3445
Chalk Mountain,39.1124823,-107.6592248,521,peak,3399
Crater Peak,39.0397054,-107.6631138,52,peak,3447
Electric Mountain,39.0788736,-107.5608896,521,peak,3138
Sheep Mountain,39.0894304,-107.4506096,521,peak,2674
Pilot Knob,39.0116547,-107.4661657,521,peak,2949
Bull Mountain,39.0574873,-107.3958863,521,peak,2493
Chair Mountain,39.0580439,-107.2822728,521,peak,3876
Ragged Peak,39.0366555,-107.2822727,521,peak,3839
Elk Mountain,39.1030432,-107.1981047,43,peak,3599
Mount Daly,39.1032882,-107.1501735,43,peak,3616
Gallo Hill,39.0897102,-107.1997714,43,peak,3136
Hat Mountain,39.0702664,-107.1575483,43,peak,2795
Ragged Mountain,39.0202673,-107.235605,521,peak,3681
Mount Justice,39.014339,-107.1710789,521,peak,3593
Whitehouse Mountain,39.0513779,-107.1542149,43,peak,3644
Snowmass Peak,39.1110787,-107.055905,43,peak,4102
Hagerman Peak,39.1121063,-107.0603299,43,peak,4211
Snowmass Mountain,39.1188405,-107.0664852,43,peak,4297.3
Mount Richey,39.1174876,-107.1214366,43,peak,3779
Meadow Mountain,39.0999881,-107.1006029,43,peak,3920
Arkansas Mountain,39.0847106,-107.1114364,43,peak,3615
Mineral Point,39.0610727,-107.0873815,43,peak,3359
Little Bear Mountain,39.0474444,-107.1161165,43,peak,3283
Bear Mountain,39.0351573,-107.1116705,43,peak,3762
Treasury Mountain,39.0143331,-107.0990806,43,peak,4080
Crystal Peak,39.0360166,-107.0879915,43,peak,3837
Galena Mountain,39.0227678,-107.0764357,43,peak,3831
Mount Bellview,39.0161014,-107.0167126,55,peak,3811
Sheephorn Mountain,39.9580417,-106.4419763,37,peak,2917
Dora Mountain,39.7849857,-106.2969721,371,peak,3649
Haystack Mountain,39.9144409,-106.2934211,37,peak,2746
Green Mountain,39.8905413,-106.3269729,37,peak,2846
Little Green Mountain,39.8885969,-106.3472512,37,peak,2657
Sheep Mountain,39.8784121,-106.4327353,37,peak,3381
Dice Hill,39.9352639,-106.4389205,37,peak,2997
Slate Mountain,39.7610971,-106.4283638,36,peak,3378
Mount Powell,39.4272093,-106.3400267,45,peak,3118
Eagles Nest,39.7754463,-106.3503379,371,peak,4057
Piney Peak,39.8188751,-106.4975323,361,peak,3525
Old Baldy,39.7588753,-106.019184,28,peak,3609
Ute Peak,39.7858194,-106.0775197,28,peak,3741
Sugarloaf,39.7810974,-106.025851,28,peak,3031
Flat Top,39.8213747,-106.1558562,37,peak,2985
Prairie Mountain,39.8330415,-106.1175213,28,peak,3250
Williams Peak,39.8774856,-106.2058581,28,peak,3530
Battle Mountain,39.9447079,-106.1703011,28,peak,2603
Blue Hill,39.8769312,-106.8405971,35,peak,2150
Black Mountain,39.9869315,-106.6564264,15,peak,3103
Congor Mesa,39.9399871,-106.696149,15,peak,2662
Yarmony Mountain,39.9133202,-106.640314,15,peak,2884
Big Red Hill,39.7572082,-106.9503221,35,peak,2567
Greenhorn Mountain,39.7460974,-106.881986,35,peak,2931
Black Mountain,39.8297086,-106.9128214,35,peak,2619
Castle Peak,39.7723501,-106.8301554,35,peak,3426
West Peak,39.8588753,-106.5475337,36,peak,3369
Cottonwood Peak,39.8474864,-106.5314221,361,peak,3503
Bocco Mountain,39.7208198,-106.7025355,35,peak,2393
Bald Mountain,39.6783192,-106.330028,36,peak,3698
Red Peak,39.6365651,-106.1711834,371,peak,4004
Keller Mountain,39.6899858,-106.2314146,371,peak,3985
Ptarmigan Peak,39.6909054,-106.0263834,28,peak,3809
Suicide Mountain,39.5310951,-106.9692115,44,peak,3001
Red Table Mountain,39.4180407,-106.7711485,444,peak,3665
Coffin Mountain,39.5563739,-106.7867046,44,peak,2834
Adam Mountain,39.5047071,-106.7092023,44,peak,3391
Porphyry Mountain,39.5358185,-106.6786461,44,peak,3302
Horse Mountain,39.5877633,-106.7333695,44,peak,2629
Bellyache Mountain,39.5908189,-106.664757,44,peak,2936
Grouse Mountain,39.5208192,-106.5086423,45,peak,3896
Shrine Mountain,39.5352641,-106.2594704,45,peak,3621
Battle Mountain,39.5635972,-106.3280831,45,peak,3502
Ptarmigan Point,39.5999475,-106.3766063,45,peak,3345
Uneva Peak,39.5572085,-106.1961351,371,peak,3819
Buffalo Mountain,39.616653,-106.1428299,371,peak,3886
Tenmile Peak,39.5360294,-106.1211313,37,peak,3930
Peak 3,39.5283277,-106.1201372,37,peak,3845
Peak 4,39.5216508,-106.1214267,37,peak,3897
Peak 5,39.5147632,-106.116647,37,peak,3916
Swan Mountain,39.5694311,-106.0219622,37,peak,3282
Ophir Mountain,39.5590747,-106.0735231,37,peak,3102
Royal Mountain,39.5681863,-106.110057,37,peak,3200
Peak 1,39.5430537,-106.1199699,37,peak,3900
Joe Davis Hill,37.9491583,-108.827602,711,peak,2248
Buck Knob,37.9966589,-108.6225944,70,peak,2273
Brumley Point,37.8922137,-108.5648155,70,peak,2232
McKenna Peak,37.9049917,-108.5470369,70,peak,2418
Island Mesa,37.9547143,-108.4275874,70,peak,2689
North Mountain,37.9091588,-108.4092536,70,peak,3014
Little Cone,37.9274927,-108.0909058,70,peak,3653
Flat Top Peak,37.881382,-108.1031291,70,peak,3529
Glade Mountain,37.7761015,-108.5878727,711,peak,2794
South Mountain,37.8094364,-108.4559229,711,peak,2870
Flattop Mountain,37.7916594,-108.3184172,71,peak,2967
Groundhog Mountain,37.8349929,-108.2186904,71,peak,3696
Black Mesa,37.7955488,-108.2014676,71,peak,3456
Dunn Peak,37.8474933,-108.1256305,70,peak,3831
Dolores Peak,37.8402712,-108.0964626,71,peak,4052
El Diente Peak,37.8394229,-108.0060074,71,peak,4310
Ormiston Point,37.6577674,-108.6712091,711,peak,2333
Narraguinnep Mountain,37.7183242,-108.556205,711,peak,2753
Elston Mountain,37.6941585,-108.5095365,711,peak,2782
Beaver Mountain,37.7163816,-108.3681417,71,peak,2836
Nipple Mountain,37.7013822,-108.2845271,71,peak,2978
Bald Hill,37.6544377,-108.3286956,71,peak,2796
Taylor Mesa,37.6533279,-108.1517441,71,peak,3272
Johnny Bull Mountain,37.7196134,-108.0902215,71,peak,3623
Calico Peak,37.7102724,-108.0903525,71,peak,3663
Eagle Peak,37.7063834,-108.1020197,71,peak,3683
Papoose Peak,37.7436056,-108.0606289,71,peak,3615
Elliott Mountain,37.7344157,-108.0579697,71,peak,3757
Sockrider Peak,37.7255502,-108.065907,71,peak,3748
Sandstone Mountain,37.7194392,-108.0384059,71,peak,3187
Telescope Mountain,37.7166618,-108.0059046,71,peak,3725
Storm Peak,37.6869392,-108.0878525,71,peak,3682
Anchor Mountain,37.6963836,-108.0809078,71,peak,3757
Expectation Mountain,37.6941616,-108.0684073,71,peak,3673
Landslip Mountain,37.6772172,-108.0745187,71,peak,3549
Newman Hill,37.6830509,-108.021461,71,peak,3006
Dolores Mountain,37.6833287,-108.0059049,71,peak,3690
Island Mesa,37.8536037,-108.2770261,70,peak,2923
The Island,37.5438801,-108.9812194,72,peak,1934
Lone Dome,37.6211012,-108.6662087,711,peak,2113
Orphan Butte,37.5711074,-108.0214618,71,peak,3395
Sheep Mountain,40.6819241,-105.9339013,7,peak,3601
North Rawah Peak,40.6760907,-105.9669583,6,peak,3799
South Rawah Peak,40.6591466,-105.955847,6,peak,3854
Sleeping Elephant Mountain,40.6772029,-105.7655616,19,peak,2770
Boston Peak,40.7069247,-105.7652835,8,peak,2850
Crown Point,40.6292395,-105.6842832,19,peak,3478
Quigley Mountain,40.6380373,-105.5124948,19,peak,2610
Pingree Hill,40.7269885,-105.5712676,191,peak,2609
Prohibition Mountain,40.7394248,-105.6072201,8,peak,2769
Bear Mountain,40.6602594,-105.3983231,19,peak,2314
Mount Simon,40.7399809,-105.3927661,191,peak,2308
Mount Morian,40.734981,-105.4122115,191,peak,2321
Manhead Mountain,40.7372031,-105.4422126,191,peak,2431
Lonetree Mountain,40.7215487,-105.4912852,191,peak,2436
Sheep Mountain,40.6822036,-105.4247128,191,peak,2291
Red Mountain,40.6917439,-105.3920837,191,peak,2227
Mount McConnel,40.6720451,-105.4645843,19,peak,2440
Mount Ethel,40.6355375,-105.352766,19,peak,2578
Greyrock Mountain,40.7155369,-105.2924848,191,peak,2320
Goat Hill,40.642482,-105.1699809,19,peak,1708
Bonner Peak,40.7394257,-105.2047033,191,peak,2113
North Diamond Peak,40.5217452,-105.9110932,6,peak,3613
Clark Peak,40.6066476,-105.9300132,6,peak,3947
Flat Top Mountain,40.5322048,-105.8261211,19,peak,3453
Iron Mountain,40.5069273,-105.8519558,19,peak,3731
Bald Mountain,40.5591489,-105.8369546,19,peak,3304
Fall Mountain,40.5285941,-105.661392,20,peak,3736
Comanche Peak,40.5471519,-105.6789129,20,peak,3868
Skull Point,40.5135942,-105.6308353,20,peak,3675
Ramsey Peak,40.5249829,-105.61389,20,peak,3524
Stormy Peaks,40.5199829,-105.5869445,20,peak,3692
Sugarloaf Mountain,40.5166497,-105.6172236,20,peak,3701
South Signal Mountain,40.5185939,-105.5186082,19,peak,3426
East White Pine Mountain,40.6047043,-105.4458259,19,peak,3111
West White Pine Mountain,40.6052598,-105.4716603,19,peak,3140
Boiler Hill,40.5294271,-105.3913803,20,peak,2697
Turner Hill,40.5622046,-105.4244368,20,peak,2517
Crystal Mountain,40.5391493,-105.432493,20,peak,3029
Lookout Mountain,40.5344271,-105.4597165,20,peak,3230
Hyatt Hill,40.516094,-105.3527677,20,peak,2361
Buckhorn Mountain,40.6110932,-105.324154,19,peak,2524
Deadman Hill,40.5660936,-105.3069317,19,peak,1991
Fletcher Hill,40.5294272,-105.274153,20,peak,1882
Parks Hill,40.5263717,-105.3602679,20,peak,2442
Christ Mountain,40.575538,-105.2849862,19,peak,2406
Bingham Hill,40.6230378,-105.1583141,19,peak,1633
Horsetooth Mountain,40.5397049,-105.1969277,19,peak,2197
Farview Mountain,40.3777617,-105.9475159,171,peak,3726
Parika Peak,40.3852616,-105.9469603,171,peak,3769
Mount Cindy,40.418039,-105.940571,171,peak,3667
Bearpaws Peaks,40.4324832,-105.9708499,171,peak,3268
Seven Utes Mountain,40.4783161,-105.9347371,171,peak,3477
Static Peak,40.4766497,-105.8916798,171,peak,3833
Mount Richthofen,40.4694275,-105.8950133,18,peak,3929
Tepee Mountain,40.4633164,-105.8986246,171,peak,3751
Lead Mountain,40.4485944,-105.8972358,171,peak,3802
Mount Cirrus,40.4344278,-105.9019582,18,peak,3880
Howard Mountain,40.4269279,-105.8989025,171,peak,3890
Mount Cumulus,40.4102614,-105.9022362,18,peak,3881
Red Mountain,40.3991505,-105.8791797,18,peak,3535
Mount Stratus,40.3899838,-105.9036252,18,peak,3798
Mount Nimbus,40.3963727,-105.9041807,18,peak,3854
Green Knoll,40.386095,-105.8969583,18,peak,3734
Shipler Mountain,40.4266504,-105.8355667,18,peak,3443
Lulu Mountain,40.4799831,-105.8627897,18,peak,3719
Jackstraw Mountain,40.3874841,-105.8122326,18,peak,3564
Sheep Rock,40.4158172,-105.8136214,18,peak,3325
Thunder Mountain,40.4860942,-105.8547338,18,peak,3666
Mount Dickinson,40.4874832,-105.5658328,20,peak,3601
Mount Dunraven,40.48915,-105.6080568,20,peak,3829
Mount Tileston,40.4474835,-105.6202798,20,peak,3422
Dark Mountain,40.4326566,-105.5736509,20,peak,3308
Castle Mountain,40.3897059,-105.5505551,20,peak,2676
MacGregor Mountain,40.4135947,-105.5769449,20,peak,3195
Oldman Mountain,40.3788727,-105.5433327,20,peak,2531
Sundance Mountain,40.4083173,-105.7105616,20,peak,3794
Mount Chapin,40.4335331,-105.7018917,20,peak,3796
Marmot Point,40.4422752,-105.73685,20,peak,3624
Mount Chiquita,40.4437525,-105.6887988,20,peak,3978
Ypsilon Mountain,40.4573698,-105.6812123,20,peak,4098
Fairchild Mountain,40.4683331,-105.664267,20,peak,4116.18
West Desolation Peak,40.471473,-105.6951347,20,peak,3937
Flatiron Mountain,40.4845082,-105.7111877,20,peak,3754
Hagues Peak,40.4845827,-105.6463815,20,peak,4133
Rowe Mountain,40.49665,-105.6483363,20,peak,4018
Storm Mountain,40.4855387,-105.3858251,20,peak,3015
Triangle Mountain,40.4647054,-105.4516614,20,peak,2560
Crosier Mountain,40.4323017,-105.424983,20,peak,2809
Spruce Mountain,40.4883164,-105.3002657,20,peak,2371
Palisade Mountain,40.4402613,-105.3111001,20,peak,2507
Sheep Mountain,40.4122847,-105.3109487,20,peak,2575.6
Pole Hill,40.3766507,-105.3683253,20,peak,2647
Milner Mountain,40.4974829,-105.1824831,20,peak,2101
Mariana Butte,40.3980392,-105.1402603,20,peak,1602
Cherry Hill,40.3785947,-105.0933144,20,peak,1540
Mineral Point,40.3602619,-105.9047365,18,peak,3501
Bowen Mountain,40.3605397,-105.9333488,18,peak,3823
Ruby Mountain,40.3549841,-105.9555719,171,peak,3660
Cascade Mountain,40.3408176,-105.9597388,18,peak,3746
Gravel Mountain,40.274985,-105.9950183,18,peak,3530
Porphyry Peaks,40.2841516,-105.9464052,18,peak,3269
Nakai Peak,40.3436411,-105.7759225,18,peak,3723
Mount Ida,40.3720883,-105.7788486,20,peak,3926
Cracktop,40.3658176,-105.7666753,20,peak,3890
Mount Julian,40.3710954,-105.7575082,20,peak,3940
Mount Patterson,40.300818,-105.7875098,18,peak,3480
Nisa Mountain,40.2885959,-105.7986215,18,peak,3290
Green Mountain,40.2960959,-105.8225112,18,peak,3134
Stones Peak,40.3544288,-105.7205624,20,peak,3930
Gabletop Mountain,40.333096,-105.7014194,20,peak,3603
Joe Mills Mountain,40.3260913,-105.6798196,20,peak,3298
Little Matterhorn,40.3272067,-105.6927836,20,peak,3515
Notchtop Mountain,40.3190189,-105.6944477,20,peak,3706
Glacier Knobs (East),40.2989543,-105.6429539,20,peak,2985
The Sharkstooth,40.2807909,-105.6740026,20,peak,3802
Half Mountain,40.2899845,-105.6327814,20,peak,3486
Arrowhead,40.268318,-105.6502822,20,peak,3856
Sprague Mountain,40.3466511,-105.7363963,20,peak,3870
Knobtop Mountain,40.324309,-105.70168,20,peak,3760
Ptarmigan Point,40.3130581,-105.7024505,18,peak,3768.2
Hallett Peak,40.3030289,-105.6859636,20,peak,3877
Otis Peak,40.2922068,-105.6805611,20,peak,3805
Powell Peak,40.2658181,-105.6647273,18,peak,4016
McHenrys Peak,40.2627626,-105.6575047,18,peak,4036
The Spearhead,40.2552626,-105.6380596,20,peak,3820
Ptarmigan Mountain,40.2569294,-105.72973,18,peak,3764
Eagle Cliff Mountain,40.3583173,-105.5755564,20,peak,2700
Mount Lady Washington,40.2634837,-105.6071714,20,peak,4037
Battle Mountain,40.2781557,-105.5987075,20,peak,3670
Twin Sisters Mountain,40.2888867,-105.5185818,20,peak,3325
Twin Sisters Peaks,40.2888732,-105.5183324,20,peak,3454
Kruger Rock,40.3384026,-105.4856077,20,peak,2842
Panorama Peak,40.3519285,-105.4088827,20,peak,2829
Mount Pisgah,40.3647061,-105.4583292,20,peak,2629
The Notch,40.3683172,-105.4338837,20,peak,2578
Lion Head,40.3094868,-105.4680619,20,peak,2968
Lowdermilk Hill,40.3089363,-105.3931736,20,peak,2226
Kenny Mountain,40.2916512,-105.417217,20,peak,2830
Popes Hill,40.2667347,-105.4093343,20,peak,2401
Pflum Hill,40.2602625,-105.4166617,20,peak,2382
Pierson Mountain,40.3024842,-105.4747194,20,peak,2987
House Rock,40.2649844,-105.4880535,20,peak,2930
Moose Mountain,40.2949846,-105.3633258,20,peak,2456
Round Mountain,40.300818,-105.335269,20,peak,2270
Gray Mountain,40.3035959,-105.2852668,20,peak,1992
Blue Mountain,40.3352623,-105.2810997,20,peak,2406
Bald Mountain,40.3558177,-105.2638765,20,peak,2162
Beech Hill,40.2562966,-105.2839305,20,peak,2003
Rowell Hill,40.2613739,-105.335825,20,peak,2000
Flatiron Mountain,40.366888,-105.226096,20,peak,1885
Twin Mounds,40.3452613,-105.0033113,20,peak,1571
Trail Mountain,40.1880411,-105.9661281,18,peak,2857
Twin Peaks,40.1644301,-105.752508,18,peak,3639
Mount Acoma,40.1758189,-105.7830649,18,peak,3188
Mount Irving Hale,40.1377637,-105.7202843,18,peak,3582
Marten Peak,40.1433191,-105.6830607,18,peak,3668
Cooper Peak,40.150819,-105.6730604,18,peak,3738
Hiamovi Mountain,40.1585968,-105.6958391,18,peak,3779
Watanga Mountain,40.1685967,-105.7133399,18,peak,3763
Ogalalla Peak,40.1702633,-105.6666714,20,peak,3987
Andrews Peak,40.2438828,-105.7104328,18,peak,3822
Mount Alice,40.2391516,-105.6633384,20,peak,4048
Pilot Mountain,40.2313739,-105.6583381,20,peak,3692
The Cleaver,40.2172073,-105.6711164,20,peak,3712
Isolation Peak,40.2027631,-105.6772276,18,peak,3983
Mount Craig,40.2193201,-105.7281147,18,peak,3661
Mount Adams,40.086653,-105.7327844,28,peak,2840
Mahana Peak,40.199152,-105.6669494,20,peak,3831
Saint Vrain Mountain,40.1612637,-105.5857285,20,peak,3703
Meadow Mountain,40.1752782,-105.57057,20,peak,3546
Mount Orton,40.2272071,-105.6197255,20,peak,3575
Mount Meeker,40.2484361,-105.6049383,20,peak,4227
Porphyry Mountain,40.1269299,-105.3880495,20,peak,2543
Bald Mountain,40.1385966,-105.4036057,20,peak,2627
Cannon Mountain,40.1424855,-105.42944,20,peak,2624
Miller Rock,40.1488743,-105.4502741,20,peak,2633
Big John Mountain,40.1958183,-105.4569411,20,peak,2765
South Sheep Mountain,40.2088739,-105.4263843,20,peak,2516
Smithy Mountain,40.2130407,-105.3816603,20,peak,2171
Cook Mountain,40.2179323,-105.4046441,20,peak,2302
North Sheep Mountain,40.2224849,-105.4299956,20,peak,2523
Table Mountain,40.1274855,-105.2563779,20,peak,1713
Fairview Peak,40.1358188,-105.3499925,20,peak,2600
Red Hill,40.1741521,-105.283601,20,peak,2002
Coffintop Mountain,40.1988741,-105.355826,20,peak,2448
Indian Lookout Mountain,40.2205409,-105.2952679,20,peak,1993
Steamboat Mountain,40.2360964,-105.2841562,20,peak,1864
Potato Hill,40.1658187,-105.2408216,20,peak,1641
Table Top Mountain,40.2283183,-105.1685963,20,peak,1648
Rabbit Mountain,40.2360962,-105.197764,20,peak,1827
Granby Mesa,40.0786736,-105.8915884,28,peak,2650
Mount Neva,40.0069313,-105.6883378,29,peak,3908
North Arapaho Peak,40.0266534,-105.6500032,29,peak,4100
Arikaree Peak,40.0467898,-105.6385573,29,peak,4008
Navajo Peak,40.0535975,-105.6466699,29,peak,4087
Apache Peak,40.0585288,-105.6510884,29,peak,4097
Shoshoni Peak,40.0668021,-105.6386961,29,peak,3949
Pawnee Peak,40.0816262,-105.6326959,20,peak,3937
Mount Toll,40.0883194,-105.6336141,20,peak,3942
Paiute Peak,40.098228,-105.6329605,20,peak,3966
Santanta Peak,40.0255423,-105.6900046,28,peak,3649
Mount George,40.0569308,-105.6608371,18,peak,3815
Mount Achonee,40.0726604,-105.6781544,18,peak,3855
Lone Eagle Peak,40.0693983,-105.6606361,18,peak,3660
South Arapaho Peak,40.0196529,-105.6495765,29,peak,4067
Niwot Mountain,40.0588752,-105.5524998,29,peak,3497
Little Pawnee Peak,40.0824862,-105.6213913,29,peak,3753
Mount Audubon,40.0992296,-105.6162598,20,peak,4026
Monument Hill,40.0494304,-105.396938,29,peak,2451
Hoosier Hill,40.0541526,-105.3941608,29,peak,2370
Bighorn Mountain,40.0627637,-105.3874939,29,peak,2555
Burnt Mountain,40.0752638,-105.4713858,20,peak,2820
Nugget Hill,40.0910968,-105.3813826,20,peak,2609
Walker Mountain,40.0985968,-105.4088836,20,peak,2682
Bueno Mountain,40.1227634,-105.4147172,20,peak,2633
Peewink Mountain,40.0038753,-105.4402735,29,peak,2527
Comforter Mountain,40.0027642,-105.4211062,29,peak,2497
Sugarloaf Mountain,40.0266529,-105.4186062,29,peak,2709
Bald Mountain,40.0258196,-105.4522184,29,peak,2782
Logan Hill,40.0316527,-105.382216,29,peak,2372
Dirigo Hill,40.0355416,-105.3794381,29,peak,2252
Golden Age Hill,40.1230411,-105.3655487,20,peak,2551
Bald Mountain,40.0470714,-105.3441039,29,peak,2176
Lee Hill,40.072208,-105.3544372,29,peak,2405
Emancipation Hill,40.0547081,-105.3649931,29,peak,2237
Flagstaff Mountain,40.0016525,-105.3074913,29,peak,2127
Arkansas Mountain,40.0297082,-105.3694378,29,peak,2351
Poorman Hill,40.0305415,-105.3358256,29,peak,1974
Alaska Hill,40.0355416,-105.365271,29,peak,2101
Hoover Hill,40.0038742,-105.1991542,29,peak,1649
Valmont Butte,40.0303129,-105.2135332,29,peak,1635
Haystack Mountain,40.1113743,-105.2241546,20,peak,1690
Gun Barrel Hill,40.0628177,-105.1604074,29,peak,1653
Rampart Hills,37.4308294,-108.1984125,73,peak,2869
Helmet Peak,37.4113861,-108.1272987,73,peak,3643
Red Arrow Dome,37.3863861,-108.151466,73,peak,3076
Snowstorm Peak,37.4389062,-108.0118787,74,peak,3808
Cumberland Mountain,37.4441648,-108.004239,74,peak,3776
Sharkstooth Peak,37.4598457,-108.073171,73,peak,3798
Madden Peak,37.3824978,-108.1084089,73,peak,3552
Star Peak,37.3888867,-108.105631,74,peak,3580
Deadwood Mountain,37.382952,-108.0434387,74,peak,3741
Baker Peak,37.3983319,-108.0317395,74,peak,3640
Lewis Mountain,37.4236095,-108.0089611,74,peak,3732
Gibbs Peak,37.4097197,-108.1022978,73,peak,3739
Burwell Peak,37.4211086,-108.0900751,73,peak,3857
Babcock Peak,37.4286086,-108.0767414,74,peak,3968
Spiller Peak,37.4280666,-108.0870422,73,peak,4000
Burro Mountain,37.4861074,-108.110632,73,peak,3514
Mount Moss,37.4388863,-108.0781305,73,peak,4022
Centennial Peak,37.4471065,-108.0769523,73,peak,3981
Hesperus Mountain,37.4449971,-108.0889642,73,peak,4033
Diorite Peak,37.440019,-108.050777,71,peak,3889
Silver Mountain,37.3869021,-108.029368,74,peak,3776
Battle Rock,37.3355689,-108.8247687,72,peak,1668
Marble Mountain,37.298049,-108.7942675,72,peak,2618
Ute Peak / Wisuv Káruv,37.2841604,-108.778711,72,peak,3037
Horse Mountain,37.2658272,-108.7831557,72,peak,2769
