name,lat,lon,type,elevation,osm_id,osm_type,source,gmu
Bellyache Mountain,40.1449827,-107.0417172,peak,2991,358908450,node,openstreetmap,231
Pinnacle Peak,40.2330363,-107.0675515,peak,2747,358908452,node,openstreetmap,131
Meeker Dome,40.0416405,-107.8545166,peak,2036,358908474,node,openstreetmap,23
Rattlesnake Mesa,40.0738631,-107.7984035,peak,2135,358908476,node,openstreetmap,23
Sawmill Mountain,40.0852536,-107.6628432,peak,2883,358908478,node,openstreetmap,23
Old Baldy,40.0205337,-107.5303383,peak,2594,358908481,node,openstreetmap,24
Ellison Mountain,40.0635879,-107.5970076,peak,2798,358908483,node,openstreetmap,23
Sand Peak,40.1155348,-107.3792244,peak,3303,358908485,node,openstreetmap,12
Snell Mountain,40.1008129,-107.3586684,peak,3197,358908490,node,openstreetmap,24
Himes Peak,40.0008155,-107.2636663,peak,3388,358908495,node,openstreetmap,24
Pyramid Peak,40.1220781,-107.1685881,peak,3462,358908497,node,openstreetmap,12
Lost Lakes Peaks,40.0574821,-107.2183876,peak,3338,358908500,node,openstreetmap,12
Maggies Nipple,40.0822063,-107.0397724,peak,3331,358908509,node,openstreetmap,231
Orno Peak,40.0822055,-107.0969959,peak,3696,358908512,node,openstreetmap,231
Flat Top Mountain,40.0151423,-107.0835364,peak,3766,358908515,node,openstreetmap,26
LO 7 Hill,39.9513633,-107.8925729,peak,2600,358908518,node,openstreetmap,23
Burro Mountain,39.8938677,-107.5883946,peak,3098,358908542,node,openstreetmap,24
Buford Peak,39.9760893,-107.5542276,peak,2940,358908547,node,openstreetmap,24
Camel Peak,39.986646,-107.4692254,peak,3057,358908552,node,openstreetmap,24
Timber Mountain,39.8947035,-107.3586673,peak,3476,358908554,node,openstreetmap,24
Big Marvine Peak,39.9499813,-107.3408896,peak,3614,358908556,node,openstreetmap,24
Shingle Peak,39.901372,-107.2067202,peak,3615,358908559,node,openstreetmap,24
W Mountain,39.8741508,-107.1372737,peak,3624,358908561,node,openstreetmap,25
Dome Peak,39.9895968,-107.0484476,peak,3713,358908563,node,openstreetmap,26
Derby Mesa,39.8902634,-107.0350486,peak,2880,358908566,node,openstreetmap,25
Middle Mountain,39.8399776,-107.7986796,peak,2810,358908573,node,openstreetmap,23
Coulter Mesa,39.7377581,-107.7314539,peak,2799,358908576,node,openstreetmap,33
Middle Mountain,39.8483123,-107.6372848,peak,2785,358908579,node,openstreetmap,23
Snowdrift Mountain,39.7785908,-107.7353434,peak,2807,358908581,node,openstreetmap,33
Little Hill,39.7974794,-107.7197874,peak,2808,358908584,node,openstreetmap,33
Clinetop Mesa,39.7510924,-107.4578337,peak,3246,358908589,node,openstreetmap,33
Blair Mountain,39.7944257,-107.417556,peak,3492,358908594,node,openstreetmap,24
White River Plateau,39.7533151,-107.3814443,peak,3466,358908597,node,openstreetmap,24
Fowler Peak,39.8699801,-107.4836687,peak,3185,358908599,node,openstreetmap,24
Hunns Peak,39.7880376,-107.3322776,peak,3420,358908604,node,openstreetmap,24
Triangle Mountain,39.8155379,-107.2861662,peak,3231,358908606,node,openstreetmap,25
Elk Knob,39.86526,-107.2869996,peak,3331,358908609,node,openstreetmap,24
Turret Peak,39.8743498,-107.1967499,peak,3498,358908611,node,openstreetmap,25
Little Sugarloaf Mountain,39.8335961,-107.0747716,peak,3015,358908616,node,openstreetmap,25
Sugarloaf Mountain,39.8224851,-107.0622711,peak,2934,358908619,node,openstreetmap,25
Monument Peak,39.7196995,-107.9167385,peak,2796,358908625,node,openstreetmap,23
Horse Mountain,39.7155345,-107.8272906,peak,2869,358908637,node,openstreetmap,33
Hadley Point,39.6935919,-107.5470017,peak,2761,358908653,node,openstreetmap,33
Joe Hill,39.6852587,-107.5370013,peak,2808,358908673,node,openstreetmap,33
Spring Hill,39.7052593,-107.4136664,peak,3386,358908681,node,openstreetmap,33
Flatiron Mountain,39.6616484,-107.3869992,peak,3297,358908683,node,openstreetmap,34
Baxter Peak,39.6744265,-107.3181102,peak,3409,358908685,node,openstreetmap,34
Blowout Hill,39.683618,-107.0371529,peak,2648,358908690,node,openstreetmap,35
Roan Plateau,39.5849777,-107.9581277,peak,2763,358908695,node,openstreetmap,32
Webster Hill,39.505257,-107.8814569,peak,1677,358908705,node,openstreetmap,32
Hubbard Mesa,39.5824793,-107.8361782,peak,1959,358908710,node,openstreetmap,32
Prefontaine Mesa,39.5427613,-107.79713,peak,1684,358908719,node,openstreetmap,32
Weible Peak,39.5249806,-107.6533925,peak,1797,358908724,node,openstreetmap,42
Burning Mountain,39.5930362,-107.6056138,peak,2339,358908729,node,openstreetmap,33
Horse Mountain,39.5405368,-107.4419982,peak,2516,358908736,node,openstreetmap,42
Storm King Mountain,39.5894259,-107.4008876,peak,2675,358908739,node,openstreetmap,34
Red Hill,39.6172066,-107.0281025,peak,2483,358908771,node,openstreetmap,44
Gobbler Knob,39.5808171,-107.0761596,peak,2530,358908773,node,openstreetmap,444
Buck Point,39.5149832,-107.1161608,peak,2708,358908779,node,openstreetmap,444
Grassy Mountain,39.4841426,-108.8948264,peak,2077,358908781,node,openstreetmap,30
Castle Rock,39.4466441,-108.4389791,peak,2396,358908786,node,openstreetmap,31
Mount Logan,39.4016451,-108.1889697,peak,2561,358908801,node,openstreetmap,31
Red Pinnacle,39.4505337,-108.2275826,peak,2401,358908805,node,openstreetmap,31
Mount Callahan,39.4408115,-108.1164667,peak,2611,358908814,node,openstreetmap,32
High Mesa,39.4044226,-108.0381297,peak,1956,358908819,node,openstreetmap,42
Garfield Mesa,39.3677557,-108.8326027,peak,1520,358908830,node,openstreetmap,30
Garfield Mesa,39.3458116,-108.5867615,peak,2140,358908849,node,openstreetmap,30
Corcoran Peak,39.3105343,-108.5087036,peak,2449,358908852,node,openstreetmap,31
Redrock Point,39.2691459,-108.4475901,peak,2009,358908856,node,openstreetmap,31
Twin Peaks,39.3474786,-108.3453644,peak,2263,358908859,node,openstreetmap,31
Castle Rock,39.2849793,-108.2820287,peak,1574,358908864,node,openstreetmap,31
Pyramid Rock,39.3085902,-108.2698061,peak,1697,358908868,node,openstreetmap,31
Horsethief Mountain,39.2769233,-108.1331333,peak,2390,358908873,node,openstreetmap,42
Castle Peak,39.2710898,-108.0945204,peak,2527,358908888,node,openstreetmap,421
Horse Mountain,39.3227562,-108.0339623,peak,2833,358908893,node,openstreetmap,42
Housetop Mountain,39.3222007,-108.0589635,peak,2532,358908896,node,openstreetmap,42
Creek Mesa,39.3535896,-108.1109105,peak,1769,358908899,node,openstreetmap,42
Basin Butte,37.2199948,-108.6225934,peak,2169,358908927,node,openstreetmap,73
Round Mountain,39.2297019,-108.4548125,peak,2076,358908937,node,openstreetmap,31
Mount Lincoln,39.135814,-108.3525861,peak,2021,358908956,node,openstreetmap,31
Indian Peak,39.1927574,-108.1353549,peak,1682,358908960,node,openstreetmap,421
Black Mountain,39.2160906,-108.176746,peak,2011,358908965,node,openstreetmap,421
West Monument,39.220813,-108.2298041,peak,1790,358908975,node,openstreetmap,42
Kimbell Mesa,39.2402573,-108.2134145,peak,1843,358908980,node,openstreetmap,42
Chalk Mountain,39.1305362,-108.2120249,peak,2466,358908984,node,openstreetmap,41
Barney Hill,39.1285915,-108.1786899,peak,2168,358908990,node,openstreetmap,41
Place Mesa,39.2035905,-108.118132,peak,1929,358908999,node,openstreetmap,421
Round Mountain,39.2352564,-108.0281281,peak,1847,358909010,node,openstreetmap,421
Mormon Mesa,39.1724791,-108.0070153,peak,2131,358909015,node,openstreetmap,421
Dinkle Hill,39.1766461,-108.0831301,peak,1835,358909023,node,openstreetmap,421
The Beehive,39.1658129,-108.1059089,peak,1917,358909028,node,openstreetmap,421
Georgia Mesa,39.1574793,-108.0364609,peak,2034,358909032,node,openstreetmap,421
Nick Mountain,39.1244239,-108.0109038,peak,2699,358909037,node,openstreetmap,421
Riggs Hill,39.0760927,-108.6470409,peak,1496,358909106,node,openstreetmap,40
Saddlehorn,39.1023849,-108.7326492,peak,1780,358909110,node,openstreetmap,40
Orchard Mesa,39.0341486,-108.5145362,peak,1434,358909200,node,openstreetmap,41
Central Orchard Mesa,39.0416485,-108.4589786,peak,1453,358909265,node,openstreetmap,41
Whitewater Hill,39.0158154,-108.4892574,peak,1508,358909268,node,openstreetmap,40
Horse Mountain,39.0697037,-108.3350851,peak,1821,358909276,node,openstreetmap,41
Long Mesa,39.0116488,-108.3345293,peak,1672,358909286,node,openstreetmap,41
Holms Mesa,39.4597009,-107.9297921,peak,1974,358909446,node,openstreetmap,42
Houston Mountain,39.4113681,-107.8770116,peak,3126,358909448,node,openstreetmap,42
Doghead Mountain,39.4147009,-107.9370143,peak,2956,358909451,node,openstreetmap,42
Morrisania Mesa,39.4560894,-107.9792386,peak,1843,358909453,node,openstreetmap,42
Grass Mesa,39.4688691,-107.7711742,peak,2116,358909456,node,openstreetmap,42
Flatiron Mesa,39.45748,-107.7978418,peak,2403,358909458,node,openstreetmap,42
Log Mesa,39.4283128,-107.8478438,peak,2721,358909460,node,openstreetmap,42
North Mamm Peak,39.3888682,-107.8661777,peak,3280,358909463,node,openstreetmap,42
Hunter Mesa,39.4385915,-107.747284,peak,2040,358909468,node,openstreetmap,42
Crown Peak,39.4283141,-107.5186653,peak,2431,358909470,node,openstreetmap,42
Center Mountain,39.4616476,-107.4775534,peak,2602,358909474,node,openstreetmap,42
Sunlight Peak,39.4263707,-107.380331,peak,3223,358909476,node,openstreetmap,43
Little Baldy Mountain,39.4174812,-107.4622757,peak,2932,358909479,node,openstreetmap,42
Bald Mountain,39.3958148,-107.4275533,peak,3162,358909481,node,openstreetmap,42
White Hill,39.3958166,-107.1994957,peak,1929,358909490,node,openstreetmap,43
Red Hill,39.4227608,-107.2297746,peak,2136,358909495,node,openstreetmap,444
Sugarloaf Mountain,39.351645,-107.9886828,peak,2737,358909503,node,openstreetmap,42
Haystack Mountain,39.3733123,-107.9061793,peak,3340,358909509,node,openstreetmap,42
South Mamm Peak,39.3713682,-107.8672887,peak,3358,358909519,node,openstreetmap,421
Keep Mountain,39.3152576,-107.7811734,peak,2813,358909524,node,openstreetmap,421
Little Baldy,37.3211136,-107.7683969,peak,2218,358909526,node,openstreetmap,75
Elk Mountain,39.3330352,-107.8150639,peak,3124,358909529,node,openstreetmap,421
Bald Mountain,39.3338687,-107.7864515,peak,3151,358909531,node,openstreetmap,421
Hightower Mountain,39.2652583,-107.6367243,peak,2901,358909536,node,openstreetmap,421
Mud Hill,39.3438692,-107.6964484,peak,2610,358909538,node,openstreetmap,421
Reno Mountain,39.2552587,-107.5650558,peak,2976,358909541,node,openstreetmap,42
Van Mountain,39.2552588,-107.5372774,peak,2829,358909543,node,openstreetmap,42
Mosquito Mountain,39.3263699,-107.510332,peak,3197,358909545,node,openstreetmap,42
Flagpole Mountain,39.3358143,-107.5111653,peak,3232,358909549,node,openstreetmap,42
Flatiron Mountain,39.3330364,-107.5625556,peak,2500,358909551,node,openstreetmap,42
Haystack Mountain,39.2708147,-107.4764427,peak,2762,358909554,node,openstreetmap,42
Quaker Mesa,39.268593,-107.4353311,peak,2734,358909556,node,openstreetmap,42
Flat Top Mountain,39.2827596,-107.4328311,peak,2894,358909561,node,openstreetmap,42
Twin Peaks,39.2999822,-107.3922752,peak,3285,358909563,node,openstreetmap,43
Mount Sopris,39.2612136,-107.1647648,peak,3841,358909573,node,openstreetmap,43
McCartney Mesa,39.2549847,-107.0642133,peak,2710,358909580,node,openstreetmap,43
Bald Mountain,39.1294239,-107.9767357,peak,2795,358909587,node,openstreetmap,421
Old Man Mountain,39.1535906,-107.9395123,peak,2624,358909591,node,openstreetmap,421
Maigatter Knob,39.1919234,-107.9834034,peak,2089,358909597,node,openstreetmap,421
Sugarloaf Peak,39.201646,-107.9036779,peak,2249,358909605,node,openstreetmap,421
Red Mountain,39.220257,-107.910345,peak,2369,358909610,node,openstreetmap,421
Kansas Mesa,39.2224788,-107.9614583,peak,1917,358909615,node,openstreetmap,421
Campbell Mountain,39.2338686,-107.8064517,peak,2682,358909628,node,openstreetmap,421
Bronco Knob,39.1527596,-107.6547803,peak,3089,358909632,node,openstreetmap,421
Porter Mountain,39.1974811,-107.6586693,peak,3036,358909636,node,openstreetmap,421
Two Peak,39.2097029,-107.6878366,peak,2837,358909642,node,openstreetmap,421
Baldridge Point,39.2141471,-107.7142261,peak,2782,358909647,node,openstreetmap,421
Lenna Peak,39.2324803,-107.6983925,peak,2714,358909652,node,openstreetmap,421
Oil Well Mountain,39.168038,-107.5892232,peak,3073,358909657,node,openstreetmap,521
Spruce Mountain,39.1972046,-107.5222772,peak,3290,358909662,node,openstreetmap,521
Ruth Mountain,39.2227591,-107.5900565,peak,2809,358909667,node,openstreetmap,421
Elk Knob,39.2030382,-107.485332,peak,2954,358909672,node,openstreetmap,521
Huntsman Mountain,39.1849844,-107.3597746,peak,3590,358909677,node,openstreetmap,43
Capitol Peak,39.15021,-107.082727,peak,4309,358909680,node,openstreetmap,43
Clark Peak,39.1523922,-107.0610062,peak,4137,358909682,node,openstreetmap,43
Mount Daly,39.1722087,-107.0686579,peak,4053,358909689,node,openstreetmap,43
Haystack Mountain,39.193875,-107.0656022,peak,3723,358909692,node,openstreetmap,43
Horse Mountain,39.096862,-107.9359656,peak,3221,358909880,node,openstreetmap,421
Green Mountain,39.0044257,-107.7608934,peak,3293,358909920,node,openstreetmap,52
Leon Peak,39.0794249,-107.8439523,peak,3425,358909953,node,openstreetmap,421
Doughty Mountain,39.0083152,-107.7278371,peak,3085,358910041,node,openstreetmap,52
Mount Hatten,39.0477605,-107.6808919,peak,3446,358910113,node,openstreetmap,52
Priest Mountain,39.0427593,-107.7339484,peak,3351,358910116,node,openstreetmap,52
Mount Darline,39.0294278,-107.6581137,peak,3445,358910121,node,openstreetmap,52
Chalk Mountain,39.1124823,-107.6592248,peak,3399,358910128,node,openstreetmap,521
Crater Peak,39.0397054,-107.6631138,peak,3447,358910136,node,openstreetmap,52
Electric Mountain,39.0788736,-107.5608896,peak,3138,358910139,node,openstreetmap,521
Sheep Mountain,39.0894304,-107.4506096,peak,2674,358910145,node,openstreetmap,521
Pilot Knob,39.0116547,-107.4661657,peak,2949,358910154,node,openstreetmap,521
Bull Mountain,39.0574873,-107.3958863,peak,2493,358910157,node,openstreetmap,521
Chair Mountain,39.0580439,-107.2822728,peak,3876,358910165,node,openstreetmap,521
Ragged Peak,39.0366555,-107.2822727,peak,3839,358910168,node,openstreetmap,521
Elk Mountain,39.1030432,-107.1981047,peak,3599,358910172,node,openstreetmap,43
Mount Daly,39.1032882,-107.1501735,peak,3616,358910174,node,openstreetmap,43
Gallo Hill,39.0897102,-107.1997714,peak,3136,358910177,node,openstreetmap,43
Hat Mountain,39.0702664,-107.1575483,peak,2795,358910193,node,openstreetmap,43
Ragged Mountain,39.0202673,-107.235605,peak,3681,358910198,node,openstreetmap,521
Mount Justice,39.014339,-107.1710789,peak,3593,358910200,node,openstreetmap,521
Whitehouse Mountain,39.0513779,-107.1542149,peak,3644,358910203,node,openstreetmap,43
Snowmass Peak,39.1110787,-107.055905,peak,4102,358910207,node,openstreetmap,43
Hagerman Peak,39.1121063,-107.0603299,peak,4211,358910209,node,openstreetmap,43
Snowmass Mountain,39.1188405,-107.0664852,peak,4297.3,358910211,node,openstreetmap,43
Mount Richey,39.1174876,-107.1214366,peak,3779,358910213,node,openstreetmap,43
Meadow Mountain,39.0999881,-107.1006029,peak,3920,358910216,node,openstreetmap,43
Arkansas Mountain,39.0847106,-107.1114364,peak,3615,358910219,node,openstreetmap,43
Mineral Point,39.0610727,-107.0873815,peak,3359,358910224,node,openstreetmap,43
Little Bear Mountain,39.0474444,-107.1161165,peak,3283,358910228,node,openstreetmap,43
Bear Mountain,39.0351573,-107.1116705,peak,3762,358910232,node,openstreetmap,43
Treasury Mountain,39.0143331,-107.0990806,peak,4080,358910237,node,openstreetmap,43
Crystal Peak,39.0360166,-107.0879915,peak,3837,358910241,node,openstreetmap,43
Galena Mountain,39.0227678,-107.0764357,peak,3831,358910245,node,openstreetmap,43
Mount Bellview,39.0161014,-107.0167126,peak,3811,358910250,node,openstreetmap,55
Sheephorn Mountain,39.9580417,-106.4419763,peak,2917,358910255,node,openstreetmap,37
Dora Mountain,39.7849857,-106.2969721,peak,3649,358910264,node,openstreetmap,371
Haystack Mountain,39.9144409,-106.2934211,peak,2746,358910271,node,openstreetmap,37
Green Mountain,39.8905413,-106.3269729,peak,2846,358910276,node,openstreetmap,37
Little Green Mountain,39.8885969,-106.3472512,peak,2657,358910280,node,openstreetmap,37
Sheep Mountain,39.8784121,-106.4327353,peak,3381,358910282,node,openstreetmap,37
Dice Hill,39.9352639,-106.4389205,peak,2997,358910287,node,openstreetmap,37
Slate Mountain,39.7610971,-106.4283638,peak,3378,358910291,node,openstreetmap,36
Mount Powell,39.4272093,-106.3400267,peak,3118,358910298,node,openstreetmap,45
Eagles Nest,39.7754463,-106.3503379,peak,4057,358910301,node,openstreetmap,371
Piney Peak,39.8188751,-106.4975323,peak,3525,358910307,node,openstreetmap,361
Old Baldy,39.7588753,-106.019184,peak,3609,358910310,node,openstreetmap,28
Ute Peak,39.7858194,-106.0775197,peak,3741,358910315,node,openstreetmap,28
Sugarloaf,39.7810974,-106.025851,peak,3031,358910322,node,openstreetmap,28
Flat Top,39.8213747,-106.1558562,peak,2985,358910328,node,openstreetmap,37
Prairie Mountain,39.8330415,-106.1175213,peak,3250,358910339,node,openstreetmap,28
Williams Peak,39.8774856,-106.2058581,peak,3530,358910345,node,openstreetmap,28
Battle Mountain,39.9447079,-106.1703011,peak,2603,358910356,node,openstreetmap,28
Blue Hill,39.8769312,-106.8405971,peak,2150,358910370,node,openstreetmap,35
Black Mountain,39.9869315,-106.6564264,peak,3103,358910372,node,openstreetmap,15
Congor Mesa,39.9399871,-106.696149,peak,2662,358910374,node,openstreetmap,15
Yarmony Mountain,39.9133202,-106.640314,peak,2884,358910377,node,openstreetmap,15
Big Red Hill,39.7572082,-106.9503221,peak,2567,358910384,node,openstreetmap,35
Greenhorn Mountain,39.7460974,-106.881986,peak,2931,358910386,node,openstreetmap,35
Black Mountain,39.8297086,-106.9128214,peak,2619,358910389,node,openstreetmap,35
Castle Peak,39.7723501,-106.8301554,peak,3426,358910391,node,openstreetmap,35
West Peak,39.8588753,-106.5475337,peak,3369,358910398,node,openstreetmap,36
Cottonwood Peak,39.8474864,-106.5314221,peak,3503,358910401,node,openstreetmap,361
Bocco Mountain,39.7208198,-106.7025355,peak,2393,358910403,node,openstreetmap,35
Bald Mountain,39.6783192,-106.330028,peak,3698,358910408,node,openstreetmap,36
Red Peak,39.6365651,-106.1711834,peak,4004,358910411,node,openstreetmap,371
Keller Mountain,39.6899858,-106.2314146,peak,3985,358910413,node,openstreetmap,371
Ptarmigan Peak,39.6909054,-106.0263834,peak,3809,358910415,node,openstreetmap,28
Suicide Mountain,39.5310951,-106.9692115,peak,3001,358910419,node,openstreetmap,44
Red Table Mountain,39.4180407,-106.7711485,peak,3665,358910423,node,openstreetmap,444
Coffin Mountain,39.5563739,-106.7867046,peak,2834,358910426,node,openstreetmap,44
Adam Mountain,39.5047071,-106.7092023,peak,3391,358910438,node,openstreetmap,44
Porphyry Mountain,39.5358185,-106.6786461,peak,3302,358910440,node,openstreetmap,44
Horse Mountain,39.5877633,-106.7333695,peak,2629,358910445,node,openstreetmap,44
